Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Day Type Index [](Hourly),DINING PEOPLE:People Occupant Count [](Hourly),KITCHEN PEOPLE:People Occupant Count [](Hourly),Total People,DINING:Zone Other Equipment Convective Heating Rate [W](Hourly),DINING:Zone Other Equipment Latent Gain Rate [W](Hourly),DINING:Zone Other Equipment Total Heating Rate [W](Hourly),KITCHEN:Zone Other Equipment Convective Heating Rate [W](Hourly),KITCHEN:Zone Other Equipment Latent Gain Rate [W](Hourly),KITCHEN:Zone Other Equipment Total Heating Rate [W](Hourly),Total Cooling Rate [W],DINING:Zone Mean Air Temperature [C](Hourly),KITCHEN:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly) ,Mean air Temperature [°C]
 06/23  09:00:00,21.65,851,2,112.056690727957,3.01116,115.067850727957,5569.6687575277,7355.24720740143,12924.9159649291,7166.21496530866,10630.7331774116,17796.9481427202,30721.8641076493,25.6507244202187,23.7117456173292,34.4443519836451,25.121921633856
 06/23  10:00:00,23.5083333333333,894.5,2,56.0283453639789,1.50558,57.5339253639789,4999.11125471786,4714.45038546356,9713.56164018142,7691.69149048002,11897.9966102251,19589.6881007051,29303.2497408865,25.7821299611701,25.0460588206921,42.9465675471378,25.5813869363026
 06/23  11:00:00,25.3499999999999,918.75,2,140.070863409947,3.76395,143.834813409947,9579.07480021912,9479.81861206915,19058.8934122882,9619.10353984426,12669.9222521299,22289.0257919742,41347.9192042624,25.8596655087558,25.3168144942564,50.8725727431328,25.7116179238006
 06/23  12:00:00,25.2249999999999,882.416666666666,2,224.113381455915,6.02232,230.135701455915,13352.465509714,14209.2525722935,27561.7180820076,9887.59493237707,9539.72179606735,19427.3167284444,46989.034810452,25.9053265168932,25.4345402536114,55.6166349496632,25.7769325976643
 06/23  13:00:00,23.7833333333333,565.166666666666,2,196.099208773926,5.26953,201.368738773926,11531.2941856872,13035.0520590771,24566.3462447643,9325.32542139884,10227.4408094402,19552.766230839,44119.1124756033,25.9863785584692,25.6464183552722,52.6022104259775,25.893663825108
 06/23  14:00:00,22.325,77.0833333333333,2,112.056690727957,3.01116,115.067850727957,7155.92155331423,8173.89552798977,15329.817081304,9006.58078386981,10849.8665863216,19856.4473701914,35186.2644514954,25.9184333572233,25.4667536442003,38.5782959615731,25.7952502205979
 06/23  15:00:00,22.575,116,2,56.0283453639789,1.50558,57.5339253639789,4720.1331335086,4749.65692508882,9469.79005859743,8423.08317322483,9552.75427981167,17975.8374530365,27445.6275116339,25.8613860456738,25.5632500281859,24.0300559451823,25.7800777010298
 06/23  16:00:00,24.0166666666666,110.666666666666,2,70.0354317049736,1.881975,71.9174067049736,7768.82551784614,5576.51154778575,13345.3370656318,12091.0455851183,10314.1638791161,22405.2094642344,35750.5465298662,25.1831707485213,23.5450623514163,27.4825486264162,24.7364220355068
 06/23  17:00:00,25.4749999999999,149.166666666666,2,140.070863409947,3.76395,143.834813409947,6404.23070908185,9309.6342887568,15713.8649978386,7176.06177813581,9180.6544967557,16356.7162748915,32070.5812727301,26.5620445906003,26.7631059507269,28.0458923521699,26.6168785100358
 06/23  18:00:00,25.4583333333333,107.416666666666,2,224.113381455915,6.02232,230.135701455915,12004.176880341,13711.7285370563,25715.9054173972,9833.88284371356,10539.9314481892,20373.8142919027,46089.7197092999,26.075473384941,25.9919394179409,22.3250111067425,26.0526918081441
 06/23  19:00:00,24.3583333333333,22.25,2,224.113381455915,6.02232,230.135701455915,12496.3359156794,13597.2995369185,26093.635452598,10297.4851830852,7845.15162988895,18142.6368129741,44236.2722655721,25.7098634923299,25.2774158321642,24.2553711489336,25.5919253656671
 06/23  20:00:00,23.2583333333333,1.38888888888888,2,224.113381455915,6.02232,230.135701455915,9795.13376954042,13407.6964970915,23202.8302666319,8007.45565241907,7382.89449328588,15390.3501457049,38593.1804123368,26.2091046034652,26.2113152183014,23.3884986141769,26.2097074874592
 06/23  21:00:00,22.1583333333333,0,2,140.070863409947,3.76395,143.834813409947,6816.3348368826,8723.57056665586,15539.9054035384,8691.15147963131,7897.02819958471,16588.179679216,32128.0850827544,26.0213715848005,25.5819529641121,19.4985434056344,25.9015323216516
 06/23  22:00:00,21,0,2,98.049604386963,2.634765,100.684369386963,1795.64045211164,6305.50944217404,8101.14989428567,3140.48620746192,4567.20601520433,7707.69222266625,15808.8421169519,26.6350919953109,27.6034965568761,18.8444917591458,26.8991975284497
 06/23  23:00:00,19.8583333333333,0,2,56.0283453639789,1.50558,57.5339253639789,2962.44475525531,3619.13517492318,6581.57993017848,7237.30162653877,2998.95766542033,10236.2592919591,16817.8392221376,25.390472259628,23.4113566073148,18.1152916587549,24.8507232588046
 06/23  24:00:00,19.1083333333333,0,2,14.0070863409947,0.376395,14.3834813409947,1286.61827032562,1042.8220515633,2329.44032188892,10099.8725182853,2375.50778113498,12475.3802994203,14804.8206213092,24.6413252139402,19.8285614657729,16.9022659950213,23.3287771467082
 06/24  01:00:00,18.55,0,3,0,0,0,0,0,0,0,0,0,0,24.4997189899735,24.5296841894872,15.9667422623895,24.5078911685312
 06/24  02:00:00,18.0083333333333,0,3,0,0,0,0,0,0,0,0,0,0,24.3970831092318,26.2030613852955,15.1265016376915,24.8896136841251
 06/24  03:00:00,17.0416666666666,0,3,0,0,0,0,0,0,0,0,0,0,24.1570942613071,26.3184092612547,14.2227862433786,24.7465330898681
