Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Day Type Index [](Hourly),DINING PEOPLE:People Occupant Count [](Hourly),KITCHEN PEOPLE:People Occupant Count [](Hourly),Total People,DINING:Zone Other Equipment Convective Heating Rate [W](Hourly),DINING:Zone Other Equipment Latent Gain Rate [W](Hourly),DINING:Zone Other Equipment Total Heating Rate [W](Hourly),KITCHEN:Zone Other Equipment Convective Heating Rate [W](Hourly),KITCHEN:Zone Other Equipment Latent Gain Rate [W](Hourly),KITCHEN:Zone Other Equipment Total Heating Rate [W](Hourly),Total Cooling Rate [W],DINING:Zone Mean Air Temperature [C](Hourly),KITCHEN:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly) ,Mean air Temperature [°C]
 06/30  22:00:00,23.7333333333333,0,2,98.049604386963,2.634765,100.684369386963,4926.97500117234,4546.31849686414,9473.29349803648,6184.32265263869,3438.84989237,9623.17254500869,19096.4660430452,25.9999999999999,25.9860368837262,22.9364224821516,25.9961919466159
 06/30  23:00:00,23.1083333333333,0,2,56.0283453639789,1.50558,57.5339253639789,1846.55477142577,2186.84373321801,4033.39850464378,4924.60955188004,2771.92198050603,7696.53153238607,11729.9300370299,25.9920882270449,25.075219605118,21.8654101600985,25.7420376946301
 06/30  24:00:00,22.8416666666666,0,2,14.0070863409947,0.376395,14.3834813409947,406.877035312132,685.443464674063,1092.3204999862,4054.81674670661,1830.89894117682,5885.71568788343,6978.03618786963,25.6122684550099,24.5124003992868,21.2042118268131,25.3123098935078
 07/01  01:00:00,22.8,0,3,0,0,0,0,0,0,0,0,0,0,25.1887127924689,26.777253792845,20.9076578655509,25.6219433703373
 07/01  02:00:00,22.8,0,3,0,0,0,0,0,0,0,0,0,0,25.0067204913354,27.4259969456061,20.6818669790971,25.666511164701
 07/01  03:00:00,22.0999999999999,0,3,0,0,0,0,0,0,0,0,0,0,24.8320696164496,27.3299814974542,20.3583806966055,25.5133059253744
 07/01  04:00:00,21.0166666666666,0,3,0,0,0,0,0,0,0,0,0,0,24.8678121177235,27.7532987786603,19.4587448793788,25.6547487175677
 07/01  05:00:00,20.0166666666666,0,3,14.0070863409947,0.376395,14.3834813409947,733.898118725894,1909.38497835559,2643.28309708148,7896.18792320645,8044.93968739928,15941.1276106057,18584.4107076872,25.1918154358712,23.1240954167131,18.2582659577529,24.6279020470712
 07/01  06:00:00,19.5416666666666,195.083333333333,3,28.0141726819894,0.75279,28.7669626819894,1626.5033358112,1726.29157865178,3352.79491446298,7210.53014773355,3974.37109419227,11184.9012419258,14537.6961563888,25.2577942092657,22.642182886173,17.7167901558719,24.5444586361113
 07/01  07:00:00,20.7833333333333,523.666666666666,3,112.056690727957,3.01116,115.067850727957,5321.50165466376,4906.85332140998,10228.3549760737,6941.48744708613,5636.54249563152,12578.0299427177,22806.3849187914,25.4774343149706,23.8901031585086,20.471087393814,25.0445336885344
 07/01  08:00:00,23.275,699.666666666666,3,112.056690727957,3.01116,115.067850727957,6020.37973751627,5894.5229600366,11914.9026975529,6391.89025633322,9137.77960418579,15529.669860519,27444.5725580719,25.9996853970632,25.6981741150079,27.3139035628206,25.9174565424553
 07/01  09:00:00,25.7416666666666,790.5,3,112.056690727957,3.01116,115.067850727957,7518.54334825511,6267.12768612787,13785.671034383,7447.55354797902,12178.4260785198,19625.9796264988,33411.6506608818,26,25.9999996314731,36.8647803962381,25.9999998994945
 07/01  10:00:00,27.3416666666666,843.166666666666,3,56.0283453639789,1.50558,57.5339253639789,6515.13664618488,4019.18473494308,10534.321381128,9005.74023366414,11453.3662469866,20459.1064806507,30993.4278617787,25.9999999999999,26,45.0891696153959,25.9999999999999
 07/01  11:00:00,28.7333333333333,871.166666666666,3,140.070863409947,3.76395,143.834813409947,11525.1061233621,8169.11785507416,19694.2239784363,10557.585731498,11896.9768031924,22454.5625346904,42148.7865131267,25.9999999999999,26,52.4993567675017,25.9999999999999
 07/01  12:00:00,30.7416666666666,883.75,3,224.113381455915,6.02232,230.135701455915,16393.5628635364,11742.6510067318,28136.2138702682,10667.5471706269,9713.75523066418,20381.3024012911,48517.5162715593,26,25.9999999999999,57.5111458461604,26
 07/01  13:00:00,32.3416666666666,877.333333333333,3,196.099208773926,5.26953,201.368738773926,15730.2344639318,9754.04534916309,25484.2798130949,10270.5534061696,7874.31718744297,18144.8705936126,43629.1504067075,25.9999999999998,25.9999999999999,60.2166837063565,25.9999999999998
 07/01  14:00:00,34.4333333333333,784.583333333333,3,112.056690727957,3.01116,115.067850727957,12013.2624832657,5854.27614810918,17867.5386313749,9662.89142028071,6553.31353283733,16216.204953118,34083.7435844929,26,25.9999999999999,61.0966402805267,26
 07/01  15:00:00,34.6083333333333,417.333333333333,3,56.0283453639789,1.50558,57.5339253639789,9052.79752399784,3429.54884375207,12482.3463677499,9599.18541338886,8899.6773421202,18498.8627555091,30981.209123259,25.9999999999999,26,58.7840432703963,25.9999999999999
 07/01  16:00:00,33.55,283.333333333333,3,70.0354317049736,1.881975,71.9174067049736,10256.9315346359,3833.17401023043,14090.1055448663,10329.0681455614,9877.15355454137,20206.2217001028,34296.3272449691,25.9999999999999,26,53.4510207856364,25.9999999999999
 07/01  17:00:00,32.6583333333333,167.5,3,140.070863409947,3.76395,143.834813409947,13355.3885977755,7126.93751956107,20482.3261173366,10882.7808151408,10625.8810341289,21508.6618492697,41990.9879666063,25.9999999999999,26,48.2687879026911,25.9999999999999
 07/01  18:00:00,32.8416666666666,218.333333333333,3,224.113381455915,6.02232,230.135701455915,17409.7654209342,10338.6481188492,27748.4135397834,11087.1775956279,11012.1492320322,22099.3268276601,49847.7403674435,26,26,41.6672579808039,26
 07/01  19:00:00,29.0999999999999,67.6666666666666,3,224.113381455915,6.02232,230.135701455915,15386.5837714861,11287.0271053917,26673.6108768778,10735.1683964551,10568.3243503596,21303.4927468147,47977.1036236925,26,26,35.8486413898653,26
 07/01  20:00:00,25.4583333333333,3.38888888888888,3,224.113381455915,6.02232,230.135701455915,13460.3995475642,11655.0091330971,25115.4086806613,9767.82653538437,10329.7381886742,20097.5647240586,45212.9734047199,25.9999999999999,26,28.601848985463,25.9999999999999
 07/01  21:00:00,25,0,3,140.070863409947,3.76395,143.834813409947,9072.29600568039,7420.04501064211,16492.3410163225,9005.96429792635,6953.86243715657,15959.8267350829,32452.1677514054,26,25.9999999999999,24.9979390343414,26
 07/01  22:00:00,24.65,0,3,98.049604386963,2.634765,100.684369386963,5502.02242299831,5058.74337917156,10560.7658021699,6318.44023819992,3343.23296299907,9661.67320119899,20222.4390033689,25.9999999999999,26.0000000000001,23.2335793171051,26
 07/01  23:00:00,24.75,0,3,56.0283453639789,1.50558,57.5339253639789,2440.58159736724,2566.31789021878,5006.89948758602,3698.16341381899,1873.37038183623,5571.53379565522,10578.4332832412,25.9999999999999,26,22.8469883601011,25.9999999999999
 07/01  24:00:00,24.3583333333333,0,3,14.0070863409947,0.376395,14.3834813409947,242.803718998516,882.114208084746,1124.91792708326,3407.8988045186,2033.28768315514,5441.18648767374,6566.104414757,26.0542810838832,25.7012331163543,22.9405583481462,25.9579970251453
 07/02  01:00:00,23.55,0,4,0,0,0,0,0,0,0,0,0,0,25.6203962496809,27.4466329539669,22.1676164674216,26.1184517500016
 07/02  02:00:00,23.0083333333333,0,4,0,0,0,0,0,0,0,0,0,0,25.3643606944076,27.9571797480833,21.008560171098,26.0714803071
 07/02  03:00:00,22.8,0,4,0,0,0,0,0,0,0,0,0,0,25.1491791615498,27.7775637421829,20.5475708457038,25.8659982870608
 07/02  04:00:00,22.1583333333333,0,4,0,0,0,0,0,0,0,0,0,0,25.185784025047,28.1482493688418,20.4544509641621,25.9937144294264
 07/02  05:00:00,21.7,0,4,14.0070863409947,0.376395,14.3834813409947,542.666824808883,2352.4481880137,2895.11501282258,6585.84995283824,10194.7797016402,16780.6296544784,19675.744667301,25.5406412785039,24.2750704857501,19.7087824418292,25.1954918830849
 07/02  06:00:00,21.9916666666666,104.416666666666,4,28.0141726819894,0.75279,28.7669626819894,1067.58845665656,1907.78078044392,2975.36923710048,5319.72074143153,3611.70207212883,8931.42281356036,11906.7920506608,25.7728885927852,24.3490891184142,19.4738855452051,25.3845867051384
 07/02  07:00:00,22.8416666666666,382.166666666666,4,112.056690727957,3.01116,115.067850727957,4992.1140768232,6284.89710074477,11277.011177568,5933.92202238355,6094.01401307888,12027.9360354624,23304.9472130304,25.9976908013951,25.4750685791376,22.4959136213625,25.8551600594741
 07/02  08:00:00,24.6416666666666,647.833333333333,4,112.056690727957,3.01116,115.067850727957,6636.00545200896,6589.02989035841,13225.0353423674,7002.587482164,9863.28749319095,16865.874975355,30090.9103177223,25.9999999999997,25.9988572289301,29.1580697093203,25.999688340829
 07/02  09:00:00,26.2416666666666,823.833333333333,4,112.056690727957,3.01116,115.067850727957,7880.21795062463,6653.97696441574,14534.1949150404,7907.14733939223,12045.2325957195,19952.3799351117,34486.5748501521,25.9999999999999,25.9999999999864,37.7997978229388,25.9999999999962
 07/02  10:00:00,27.3416666666666,881.083333333333,4,56.0283453639789,1.50558,57.5339253639789,6732.36919514986,4114.11708564889,10846.4862807988,9327.23654472071,10897.8335465165,20225.0700912372,31071.556372036,26,25.9999999999999,45.2330145834157,26
 07/02  11:00:00,29.4333333333333,897.416666666666,4,140.070863409947,3.76395,143.834813409947,11840.334931821,8319.37187209639,20159.7068039174,10800.5479944959,11700.4755367696,22501.0235312655,42660.7303351829,25.9999999999999,26,52.0576803966287,25.9999999999999
 07/02  12:00:00,30.5999999999999,921.75,4,224.113381455915,6.02232,230.135701455915,16428.0538524957,12164.2944083037,28592.3482607994,10842.1213753861,8390.90777069858,19233.0291460847,47825.3774068841,25.9999999999999,25.9999999999999,54.8675321072961,25.9999999999999
 07/02  13:00:00,32.525,919,4,196.099208773926,5.26953,201.368738773926,15803.7455504892,10566.8339307417,26370.5794812309,10387.4156866392,9200.34773585779,19587.763422497,45958.3429037279,25.9999999999999,25.9999999999999,58.3552994568325,25.9999999999999
 07/02  14:00:00,34.5416666666666,886.083333333333,4,112.056690727957,3.01116,115.067850727957,12071.8853467501,6322.8852306954,18394.7705774455,9763.3819121162,7860.19137514597,17623.5732872622,36018.3438647077,25.9999999999999,25.9999999999999,61.6235154446522,25.9999999999999
 07/02  15:00:00,35.35,731.666666666666,4,56.0283453639789,1.50558,57.5339253639789,9265.04051499262,3615.01477209999,12880.0552870926,9707.93117316,7374.59122258763,17082.5223957476,29962.5776828402,25.9999999999999,26,60.9567418429384,25.9999999999999
 07/02  16:00:00,34.6083333333333,145.416666666666,4,70.0354317049736,1.881975,71.9174067049736,10062.1749707569,4035.90525101317,14098.0802217701,10427.9583650744,11141.521422038,21569.4797871124,35667.5600088825,26,26,52.5486550045241,26
 07/02  17:00:00,33.2583333333333,255.416666666666,4,140.070863409947,3.76395,143.834813409947,13551.4552727938,7429.26703747207,20980.7223102659,10912.6252049567,10156.5001689655,21069.1253739222,42049.8476841881,26,26,45.0170458915495,26
 07/02  18:00:00,33.4416666666666,136.333333333333,4,224.113381455915,6.02232,230.135701455915,17583.0636448767,10812.2321485293,28395.295793406,11123.0524273993,8952.85901006854,20075.9114374678,48471.2072308738,26,25.9999999999999,41.137016975118,26
 07/02  19:00:00,32.9083333333333,106.5,4,224.113381455915,6.02232,230.135701455915,16887.6237964539,10760.1607110129,27647.7845074668,10809.2946628502,8711.138492977,19520.4331558272,47168.217663294,25.9999999999999,25.9999999999999,36.7926676851185,25.9999999999999
 07/02  20:00:00,29.925,7.94444444444444,4,224.113381455915,6.02232,230.135701455915,15259.3448927743,11522.4973723028,26781.8422650771,9911.12052992571,8254.96047743896,18166.0810073647,44947.9232724418,25.9999999999999,25.9999999999999,32.7025824892979,25.9999999999999
 07/02  21:00:00,28.0083333333333,0,4,140.070863409947,3.76395,143.834813409947,10051.0544122045,7524.13869157416,17575.1931037787,9171.8974813354,7099.25787199969,16271.1553533351,33846.3484571138,25.9999999999999,26,28.7982739458841,25.9999999999999
 07/02  22:00:00,26.5166666666666,0,4,98.049604386963,2.634765,100.684369386963,6017.58135905627,5238.32476948326,11255.9061285395,6461.62770531988,4068.45896057834,10530.0866658982,21785.9927944377,26,26,26.74509009408,26
 07/02  23:00:00,25.25,0,4,56.0283453639789,1.50558,57.5339253639789,2634.27754465525,2654.18882988726,5288.46637454251,3806.50428462389,2988.5834604657,6795.08774508959,12083.5541196321,26,25.9999999999999,24.5440163894257,26
 07/02  24:00:00,24.65,0,4,14.0070863409947,0.376395,14.3834813409947,206.601088459334,800.323187498725,1006.92427595806,3084.04649955907,1818.44893160316,4902.49543116223,5909.41970712029,26.1040098465061,25.9138173319599,22.9236480678558,26.0521401037902
 07/03  01:00:00,24.4,0,5,0,0,0,0,0,0,0,0,0,0,25.6895269338591,27.5550108115674,22.2905712306563,26.1982860141424
 07/03  02:00:00,24.4,0,5,0,0,0,0,0,0,0,0,0,0,25.4641393773369,28.0195091744846,22.8232091174623,26.1610457421229
 07/03  03:00:00,24.1083333333333,0,5,0,0,0,0,0,0,0,0,0,0,25.2693951046259,27.8663183162945,22.9139626808403,25.9776340127841
 07/03  04:00:00,23.9,0,5,0,0,0,0,0,0,0,0,0,0,25.3251018576879,28.2494788389771,22.5326420948981,26.1226447156997
 07/03  05:00:00,23.2583333333333,0,5,14.0070863409947,0.376395,14.3834813409947,349.733185015229,1832.36684647579,2182.10003149102,5460.53091199645,8655.25144806545,14115.7823600619,16297.8823915529,25.7491028611655,25.2772851758049,21.9571400772673,25.6204276501203
 07/03  06:00:00,22.45,168.666666666666,5,28.0141726819894,0.75279,28.7669626819894,1085.68494851125,1835.68796646692,2921.37291497817,5522.39506851108,4229.35024027916,9751.74530879024,12673.1182237684,25.9762979094297,24.7771158564419,21.4280040672938,25.6492542047584
 07/03  07:00:00,23.4833333333333,390.583333333333,5,112.056690727957,3.01116,115.067850727957,5441.06088635819,5976.96623295732,11418.0271193155,5848.40120526705,5672.49227984017,11520.8934851072,22938.9206044227,25.9999999973651,25.7269848809716,23.812997282895,25.9255426830031
 07/03  08:00:00,26.0333333333333,661.333333333333,5,112.056690727957,3.01116,115.067850727957,7108.15348476869,6203.55871655308,13311.7122013218,7246.57221408151,10462.5348884604,17709.1071025419,31020.8193038637,26,25.9999976567107,30.5418987550976,25.9999993609327
 07/03  09:00:00,28.4833333333333,772.083333333333,5,112.056690727957,3.01116,115.067850727957,8607.36196720672,6191.3193842534,14798.6813514601,8092.38356971102,11980.8513626429,20073.2349323539,34871.916283814,26,25.9999999999999,39.8029672242676,26
 07/03  10:00:00,30.0999999999999,835.583333333333,5,56.0283453639789,1.50558,57.5339253639789,7344.34281807978,3890.71171161246,11235.0545296922,9500.29252406308,11440.0565541386,20940.3490782017,32175.4036078939,26,25.9999999999999,47.389808804494,26
 07/03  11:00:00,31.2416666666666,775.666666666666,5,140.070863409947,3.76395,143.834813409947,12661.8836060113,7947.31109744249,20609.1947034538,10954.3209937762,11157.0470411103,22111.3680348865,42720.5627383403,26,26,53.3071562691163,26
 07/03  12:00:00,32.6333333333333,838.5,5,224.113381455915,6.02232,230.135701455915,17527.3491642489,11371.4232989126,28898.7724631615,11010.0982013461,10995.2571069864,22005.3553083325,50904.127771494,26,25.9999999999999,59.2899769658262,26
 07/03  13:00:00,33.9416666666666,541.75,5,196.099208773926,5.26953,201.368738773926,16719.6545670181,9595.54638399528,26315.2009510134,10567.4907772632,8237.83889892431,18805.3296761875,45120.5306272009,25.9999999999999,25.9999999999998,58.6551111478497,25.9999999999999
 07/03  14:00:00,34.75,609.083333333333,5,112.056690727957,3.01116,115.067850727957,12403.5863983843,5838.07873113817,18241.6651295225,9898.445790378,6722.72794428628,16621.1737346643,34862.8388641868,25.9999999999999,25.9999999999999,56.9340038171852,25.9999999999999
 07/03  15:00:00,35.6416666666666,538,5,56.0283453639789,1.50558,57.5339253639789,9527.01105696762,3478.47775714387,13005.4888141115,9784.51938497285,7359.54372315356,17144.0631081264,30149.5519222379,25.9999999999999,25.9999999999999,55.2961628896757,25.9999999999999
 07/03  16:00:00,35.8083333333333,472.333333333333,5,70.0354317049736,1.881975,71.9174067049736,10940.2173354243,3964.22285944132,14904.4401948656,10500.0709846889,8253.21833190621,18753.2893165951,33657.7295114607,25.9999999999999,26,52.9978765036973,25.9999999999999
 07/03  17:00:00,33.3249999999999,110.583333333333,5,140.070863409947,3.76395,143.834813409947,13623.4231565823,7597.23097286595,21220.6541294482,11038.0974982863,11750.9419867216,22789.0394850079,44009.6936144562,26,26,47.3514768994791,26
 07/03  18:00:00,29.425,13.9166666666666,5,224.113381455915,6.02232,230.135701455915,15378.2110726772,11259.5639319794,26637.7750046566,11092.5148189599,13753.7398932452,24846.2547122051,51484.0297168617,26,25.9999999999999,35.4620566660849,26
 07/03  19:00:00,26.8083333333333,1.49999999999999,5,224.113381455915,6.02232,230.135701455915,13420.0824473192,11496.7590074918,24916.841454811,10367.5211813749,12694.9061105829,23062.4272919578,47979.2687467688,25.9999999999999,26,22.4571265198356,25.9999999999999
 07/03  20:00:00,26.45,0.0555555555555555,5,224.113381455915,6.02232,230.135701455915,12800.3002773308,11628.0296152748,24428.3298926056,9267.27215915156,7181.2858812547,16448.5580404063,40876.8879330119,25.9999999999999,25.9999999999999,19.28988259276,25.9999999999999
 07/03  21:00:00,25.7083333333333,0,5,140.070863409947,3.76395,143.834813409947,8689.94808114542,7628.76155124417,16318.7096323896,8605.82033493417,7325.75143105688,15931.5717659911,32250.2813983806,25.9999999999999,25.9999999999999,22.1885696452191,25.9999999999999
 07/03  22:00:00,22.7249999999999,0,5,98.049604386963,2.634765,100.684369386963,4750.13358786188,5930.16433695283,10680.2979248147,7183.826483291,5151.45218043189,12335.2786637229,23015.5765885376,25.9742731897641,25.4306413741744,22.2665093035495,25.8260126629286
 07/03  23:00:00,21.45,0,5,56.0283453639789,1.50558,57.5339253639789,2378.97421433159,3271.29748695992,5650.27170129151,5890.73928565132,3598.76585035066,9489.50513600198,15139.7768372935,25.6044398432471,23.9276930185567,18.6046923887955,25.1471535688434
 07/03  24:00:00,21.7,0,5,14.0070863409947,0.376395,14.3834813409947,547.281728451087,996.931935122224,1544.21366357331,4726.41222068088,1841.04475155916,6567.45697224004,8111.67063581335,25.503824817401,23.6736497061084,18.8914265006117,25.0046952256071
 07/04  01:00:00,21.7,0,6,0,0,0,0,0,0,0,0,0,0,25.200237607863,26.3939064635766,19.7012021666667,25.5257777406149
 07/04  02:00:00,21.7,0,6,0,0,0,0,0,0,0,0,0,0,25.0531847913644,27.3150177527497,19.6732814769215,25.6700371109902
 07/04  03:00:00,21.0583333333333,0,6,0,0,0,0,0,0,0,0,0,0,24.8827113977575,27.3053183564391,19.0530892654523,25.5434103739936
 07/04  04:00:00,18.325,0,6,0,0,0,0,0,0,0,0,0,0,24.8423091310994,27.6849133815763,17.3767550606978,25.6175507407233
 07/04  05:00:00,16.7,0,6,14.0070863409947,0.376395,14.3834813409947,1165.76884992387,2858.84625650558,4024.61510642945,10609.469913683,11052.8848610969,21662.3547747799,25686.9698812094,24.8965215171371,21.4031610866911,15.9997921567938,23.9438041761139
 07/04  06:00:00,18.275,75.1666666666666,6,28.0141726819894,0.75279,28.7669626819894,1883.22009227341,2222.49769972929,4105.7177920027,7453.2833014538,3500.46603523039,10953.7493366842,15059.4671286869,24.8903963865112,21.6574676366743,15.9508702995212,24.008704576122
 07/04  07:00:00,20.0999999999999,85.9166666666666,6,112.056690727957,3.01116,115.067850727957,5580.39397483193,6395.01705321168,11975.4110280436,7207.17505289226,4971.92235531652,12179.0974082088,24154.5084362524,25.0052694140265,23.3159532929839,18.9629674212439,24.5445552120334
 07/04  08:00:00,21.8833333333333,436.833333333333,6,112.056690727957,3.01116,115.067850727957,5258.20192325375,6651.7900961367,11909.9920193905,6771.8837603533,9275.6084703512,16047.4922307045,27957.484250095,25.8567786372526,24.8445656575879,25.3793532170234,25.580725570947
 07/04  09:00:00,23.4416666666666,497.75,6,112.056690727957,3.01116,115.067850727957,6694.37057893767,7499.54309456973,14193.9136735074,6889.02789754288,11321.79853851,18210.8264360529,32404.7401095603,25.9999999994218,25.9731617393303,34.8964103588288,25.9926806070198
 07/04  10:00:00,24.5416666666666,345.916666666666,6,56.0283453639789,1.50558,57.5339253639789,5740.65904862522,4591.98235087618,10332.6413995014,8612.78639099813,9420.85106050722,18033.6374515054,28366.2788510067,25.9999999999999,25.9999999951625,40.2252335072501,25.9999999986806
 07/04  11:00:00,25.9916666666666,455.166666666666,6,140.070863409947,3.76395,143.834813409947,10613.2960965174,9078.35822284599,19691.6543193634,10237.340903686,10795.0796834888,21032.4205871748,40724.0749065382,26,25.9999999999997,44.5319983777759,25.9999999999999
 07/04  12:00:00,28.275,577.166666666666,6,224.113381455915,6.02232,230.135701455915,15343.2463776871,13098.3474274525,28441.5938051396,10407.9906025376,9888.25264054128,20296.2432430789,48737.8370482185,26,25.9999999999999,49.5555705402736,26
 07/04  13:00:00,29.75,809.583333333333,6,196.099208773926,5.26953,201.368738773926,14558.1761256455,11485.1461562578,26043.3222819033,10043.192946883,7338.54542286437,17381.7383697474,43425.0606516507,25.9999999999999,25.9999999999999,51.2933099864271,25.9999999999999
 07/04  14:00:00,31.2833333333333,636.916666666666,6,112.056690727957,3.01116,115.067850727957,10983.4325795411,6856.09871122238,17839.5312907635,9446.57399493169,6531.47846153143,15978.0524564631,33817.5837472266,26,26,51.2094052351726,26
 07/04  15:00:00,27.65,330.416666666666,6,56.0283453639789,1.50558,57.5339253639789,7596.40534059224,4214.11093344948,11810.5162740417,9330.90057555532,9105.77087665571,18436.671452211,30247.1877262527,25.9999999999999,26,47.6304052770675,25.9999999999999
 07/04  16:00:00,23.7583333333333,32.1666666666666,6,70.0354317049736,1.881975,71.9174067049736,7161.85121189068,5075.37433191101,12237.2255438017,9953.03947477188,11179.5889899456,21132.6284647175,33369.8540085192,25.9999999999999,25.9999999999999,37.9311119016446,25.9999999999999
 07/04  17:00:00,22.0166666666666,7.5,6,140.070863409947,3.76395,143.834813409947,8836.19656088689,9375.99634891594,18212.1929098028,10446.4899729579,12026.555157196,22473.0451301539,40685.2380399567,26,25.9439989851032,29.563689145538,25.9847272736182
 07/04  18:00:00,20.4583333333333,0.833333333333333,6,224.113381455915,6.02232,230.135701455915,12035.0469400854,14772.4335153329,26807.4804554183,11399.675750663,11677.1676227417,23076.8433734047,49884.323828823,25.6989367433279,25.2852905146126,20.629777517244,25.5861261865611
 07/04  19:00:00,20.6416666666666,0.333333333333333,6,224.113381455915,6.02232,230.135701455915,11357.6720081762,13273.0927486113,24630.7647567875,10492.3495336138,7140.65676713252,17633.0063007463,42263.7710575338,25.6743208186004,25.1806613454589,18.1111285381241,25.5396888646448
 07/04  20:00:00,21.0999999999999,0.222222222222222,6,224.113381455915,6.02232,230.135701455915,10913.6503866676,12898.7506055268,23812.4009921944,9749.52029582949,6784.12328062678,16533.6435764563,40346.0445686507,25.8797686232945,25.2412381707455,19.5609626068823,25.7056271205704
 07/04  21:00:00,20.8083333333333,0,6,140.070863409947,3.76395,143.834813409947,7289.11440200283,8634.0410460041,15923.1554480069,9741.15836808016,5694.2382302087,15435.3965982889,31358.5520462958,25.9055131770708,24.893736638945,19.994883661382,25.6295791381117
 07/04  22:00:00,19.9,0,6,98.049604386963,2.634765,100.684369386963,5571.78377138972,6426.1522632916,11997.9360346813,9163.45137231755,4391.58858765124,13555.0399599688,25552.9759946501,25.3947569021735,23.6218431522684,19.2273289429841,24.911243761373
 07/04  23:00:00,19.1083333333333,0,6,56.0283453639789,1.50558,57.5339253639789,3337.06093164734,3606.46073151059,6943.52166315793,7736.69349738175,2784.78500954409,10521.4785069258,17465.0001700838,24.9059978507381,22.278658164802,18.3143948258492,24.189463691327
 07/04  24:00:00,18.55,0,6,14.0070863409947,0.376395,14.3834813409947,904.15938434346,909.152441744298,1813.31182608776,7126.67822586692,2167.55459048019,9294.23281634711,11107.5446424349,24.9131962985582,21.4855327949069,17.2343754916903,23.9783959754482
 07/05  01:00:00,18.3,0,7,0,0,0,0,0,0,0,0,0,0,24.8136946140242,25.2729917304343,16.280006808981,24.9389551865297
 07/05  02:00:00,17.6583333333333,0,7,0,0,0,0,0,0,0,0,0,0,24.7074193516941,26.6431616233897,14.93487122058,25.2353394637796
 07/05  03:00:00,17.2,0,7,0,0,0,0,0,0,0,0,0,0,24.493183702549,26.6722172290164,15.1294793666688,25.0874547686672
 07/05  04:00:00,16.9083333333333,0,7,0,0,0,0,0,0,0,0,0,0,24.5525744055978,27.1800370418392,15.7137596152935,25.2691420963007
 07/05  05:00:00,16.3499999999999,0,7,0,0,0,0,2207.11064407012,2207.11064407012,9915.58604054677,10628.7784842657,20544.3645248125,22751.4751688826,24.8670071964522,21.3070299339126,15.4622634862446,23.896121958814
 07/05  06:00:00,16.0999999999999,114.916666666666,7,14.0070863409947,0.376395,14.3834813409947,1228.72895688244,1693.21932783916,2921.9482847216,8502.72665624839,3765.77170992015,12268.4983661685,15190.4466508901,24.6771510370217,21.0005441221794,14.8406826203468,23.6744582906999
 07/05  07:00:00,18.025,247.916666666666,7,140.070863409947,3.76395,143.834813409947,8607.77794189769,8656.02392013528,17263.801862033,7837.21957713413,5183.28377493083,13020.503352065,30284.3052140979,24.0340086787869,21.5443581398731,17.1021866530895,23.3550254221958
 07/05  08:00:00,20.7416666666666,484.333333333333,7,140.070863409947,3.76395,143.834813409947,6553.76123757468,7846.88969880075,14400.6509363754,6222.61543727232,6172.86349002729,12395.4789272996,26796.129863675,25.3907875558055,23.4712067752518,24.4712949659192,24.8672750429856
 07/05  09:00:00,22.3416666666666,542.583333333333,7,112.056690727957,3.01116,115.067850727957,6232.67019201138,7370.66898432836,13603.3391763397,6718.85460796855,10519.8258400859,17238.6804480544,30842.0196243942,25.9998939944333,25.2631755021315,34.53681855693,25.7989744222783
 07/05  10:00:00,23.4416666666666,555.083333333333,7,56.0283453639789,1.50558,57.5339253639789,5398.25472209155,4609.63360973028,10007.8883318218,8184.55464024723,10636.1773919623,18820.7320322095,28828.6203640314,26,25.9973654351395,41.8186950406414,25.9992814953743
 07/05  11:00:00,24.5416666666666,824.583333333333,7,126.063777068952,3.38755499999999,129.451332068952,9254.73384413075,8595.58318571504,17850.3170298458,9966.52128332181,10769.2904221947,20735.8117055165,38586.1287353623,26,25.9999999831538,46.2108654553169,25.9999999954057
 07/05  12:00:00,25.9916666666666,780.416666666666,7,140.070863409947,3.76395,143.834813409947,10412.9414535035,9021.30376110339,19434.2452146069,10243.4602726127,11271.5717231934,21515.0319958061,40949.277210413,25.9999999999999,25.9999999999999,52.895341450843,25.9999999999999
 07/05  13:00:00,27.6333333333333,825.083333333333,7,140.070863409947,3.76395,143.834813409947,10915.9915438537,8784.6809309336,19700.6724747873,9987.54365915833,9123.85875964886,19111.4024188072,38812.0748935945,26,25.9999999999999,57.7070318437754,26
 07/05  14:00:00,28.9416666666666,515.083333333333,7,98.049604386963,2.634765,100.684369386963,9593.44525950281,6032.56636628228,15626.0116257851,9496.0125296559,7838.21419098627,17334.2267206422,32960.2383464273,25.9999999999999,25.9999999999999,56.5609336721633,25.9999999999999
 07/05  15:00:00,30.0999999999999,350.75,7,84.0425180459683,2.25836999999999,86.3008880459683,9378.69478718262,5283.64364220306,14662.3384293857,9521.66030666548,8195.33725391094,17716.9975605764,32379.3359899621,25.9999999999999,26,52.8928915393127,25.9999999999999
